Identificação;Mês;Nome do Produto;Un;Quantidade;Custo Unitário;Custo Total;Valor Unitário;Valor Total;Margem
1629;Julho;M/M PV 65%POLIEST. 35%VISC. - CZ CHUMBO;KG;888,77;20,4719;18.194,88;36,86;32.764,32;44,47
1662;Julho;M/M PV 65%POLIEST. 35%VISC. - CZ FORTE;KG;158,82;26,0499;4.137,26;34,03;5.403,89;23,44
1617;Julho;M/M PV 65%POLIEST. 35%VISC. - CZ PRATA;KG;409,49;19,2282;7.873,76;35,36;14.479,95;45,62
1627;Julho;M/M PV 65%POLIEST. 35%VISC. - ESMERALDA;KG;8,3;22,1192;183,59;48,42;401,87;54,32
1610;Julho;M/M PV 65%POLIEST. 35%VISC. - FERRARI;KG;399,33;21,0799;8.417,87;36,58;14.605,76;42,37
1635;Julho;M/M PV 65%POLIEST. 35%VISC. - GRAFITE;KG;663,08;21,6825;14.377,24;36,26;24.043,98;40,2
1622;Julho;M/M PV 65%POLIEST. 35%VISC. - JADE;KG;395,78;22,7627;9.009,03;38,43;15.208,80;40,76
1615;Julho;M/M PV 65%POLIEST. 35%VISC. - LARANJA;KG;435,56;21,3263;9.288,89;35,68;15.542,01;40,23
1643;Julho;M/M PV 65%POLIEST. 35%VISC. - MARROM;KG;10,38;21,2379;220,45;42,48;440,93;50
1634;Julho;M/M PV 65%POLIEST. 35%VISC. - MOTORISTA;KG;349,62;19,8173;6.928,54;35,77;12.505,25;44,59
1641;Julho;M/M PV 65%POLIEST. 35%VISC. - PEROLA;KG;33,25;24,84;825,93;34,41;1.144,12;27,81
1619;Julho;M/M PV 65%POLIEST. 35%VISC. - PETROLEO;KG;153,35;21,9846;3.371,35;37,23;5.709,31;40,95
1616;Julho;M/M PV 65%POLIEST. 35%VISC. - PINK;KG;283,24;19,9291;5.644,73;35,94;10.179,01;44,55
1609;Julho;M/M PV 65%POLIEST. 35%VISC. - PRETO;KG;3637,037;20,1882;73.425,56;36,41;132.425,37;44,55
1625;Julho;M/M PV 65%POLIEST. 35%VISC. - ROXO;KG;175,62;21,45;3.767,06;36,66;6.438,87;41,5
1611;Julho;M/M PV 65%POLIEST. 35%VISC. - VD FOLHA;KG;1113,33;23,2554;25.890,99;36,09;40.179,80;35,56
1626;Julho;M/M PV 65%POLIEST. 35%VISC. - VD LIMAO;KG;213,24;19,4199;4.141,11;36;7.676,41;46,05
1623;Julho;M/M PV 65%POLIEST. 35%VISC. - VD MUSGO;KG;576,86;21,3292;12.303,97;36,68;21.158,10;41,85
1624;Julho;M/M PV 65%POLIEST. 35%VISC. - VERDE AGUA;KG;216,5;19,5501;4.232,60;36,76;7.959,09;46,82
1608;Julho;M/M PV 65%POLIEST. 35%VISC. - VERMELHO;KG;362,52;20,9885;7.608,78;37,2;13.486,58;43,58
1620;Julho;M/M PV 65%POLIEST. 35%VISC. - VINHO;KG;340,99;20,5177;6.996,34;37,39;12.750,60;45,13
842;Julho;M/M PV 67%POLIEST. 33%VISC. - MESCLA;KG;1368,11;19,33;26.445,60;36,68;50.181,54;47,3
1494;Julho;PUNHO AD. 50%ALG / 50%POLI - AZ MARINHO;PC;595;0,5073;301,85;2,23;1.327,70;77,27
1007;Julho;PUNHO AD. 50%ALG / 50%POLI - AZUL ROYAL;PC;152;0,5434;82,6;2,2;334;75,27
1556;Julho;PUNHO AD. 50%ALG / 50%POLI - BEGE;PC;10;0,4;4;2,2;22;81,82
1004;Julho;PUNHO AD. 50%ALG / 50%POLI - BRANCO;PC;410;0,44;180,4;2,26;924,7;80,49
1550;Julho;PUNHO AD. 50%ALG / 50%POLI - CINZA PRATA;PC;19;0,47;8,93;2,28;43,4;79,42
1557;Julho;PUNHO AD. 50%ALG / 50%POLI - CZ CHUMBO;PC;105;0,49;51,45;2,33;244,9;78,99
1006;Julho;PUNHO AD. 50%ALG / 50%POLI - GRAFITE;PC;279;0,52;145,08;2,19;610,1;76,22
1558;Julho;PUNHO AD. 50%ALG / 50%POLI - MOTORISTA;PC;47;0,5;23,5;2,35;110,5;78,73
1492;Julho;PUNHO AD. 50%ALG / 50%POLI - PRETO;PC;849;0,7783;660,83;2,29;1.944,50;66,02
1541;Julho;PUNHO AD. 50%ALG / 50%POLI - VD BANDEIRA;PC;98;0,53;51,94;2,29;224,9;76,91
1549;Julho;PUNHO AD. 50%ALG / 50%POLI - VERDE MUSGO;PC;109;0,53;57,77;2,28;248,5;76,75
1493;Julho;PUNHO AD. 50%ALG / 50%POLI - VERMELHO;PC;921;0,52;478,92;2,24;2.066,80;76,83
1604;Julho;PUNHO AD. 50%ALG / 50%POLI - VINHO;PC;144;0,63;90,72;2,14;308,4;70,58
1650;Julho;PUNHO M/M 98% ALG 2% ELAST - AZ. MARINHO;KG;1,83;27,5792;50,47;50,72;92,81;45,62
295;Julho;PUNHO M/M 98% ALG 2% ELAST - AZUL ROYAL;KG;0,37;25,5945;9,47;50,89;18,83;49,71
282;Julho;PUNHO M/M 98% ALG 2% ELAST - BRANCO;KG;3,4;25,5264;86,79;49,09;166,9;48
1225;Julho;PUNHO M/M 98% ALG 2% ELAST - PRETO;KG;9,12;27,8695;254,17;48,6;443,2;42,65
1554;Julho;PUNHO PV RETILINEO - MESCLA;PC;15570;0,5299;8.250,68;2,15;33.504,45;75,37
1693;Julho;PUNHO RET. P/MALHA PIQUET - 65 - CHUMBO;PC;81;0,52;42,12;2,33;188,6;77,67
1697;Julho;PUNHO RET. P/MALHA PIQUET - 65 - MARINHO;PC;161;0,62;99,82;2,34;376,2;73,47
1699;Julho;PUNHO RET. P/MALHA PIQUET - 65 - PRETO;PC;171;0,63;107,73;2,34;400,2;73,08
1692;Julho;PUNHO RET. P/MALHA PIQUET - 65 - ROYAL;PC;134;0,54;72,36;2,43;326,1;77,81
1702;Julho;PUNHO RET. P/MALHA PIQUET - BRANCO;PC;42;0,48;20,16;2,34;98,2;79,47
1710;Julho;RIBANA PP 100% PES. - AMARELO BRILHANTE;KG;3,3;19,6909;64,98;47;155,1;58,1
1698;Julho;RIBANA PP 100% PES. - AZUL MOTORISTA;KG;3,56;19,2106;68,39;47,98;170,81;59,96
1705;Julho;RIBANA PP 100% PES. - BEGE;KG;1,4;19,3142;27,04;46,43;65;58,4
1707;Julho;RIBANA PP 100% PES. - CINZA PRATA;KG;0,39;19,3076;7,53;49,97;19,49;61,36
1688;Julho;RIBANA PP 100% PES. - LARANJA;KG;1,39;20,3597;28,3;48,32;67,16;57,86
1685;Julho;RIBANA PP 100% PES. - MARINHO;KG;20,9;19,9904;417,8;45,75;956,25;56,31
1686;Julho;RIBANA PP 100% PES. - NAUTICO;KG;3,82;19,9921;76,37;47,84;182,76;58,21
1709;Julho;RIBANA PP 100% PES. - PETROLEO;KG;0,2;22,65;4,53;47;9,4;51,81
1706;Julho;RIBANA PP 100% PES. - PRETO;KG;11,31;21,1511;239,22;48;542,87;55,93
1708;Julho;RIBANA PP 100% PES. - ROSA BEBE;KG;0,15;19,2666;2,89;50;7,5;61,47
1687;Julho;RIBANA PP 100% PES. - ROYAL;KG;6;20,09;120,54;48,99;293,92;58,99
1703;Julho;RIBANA PP 100% PES. - VERDE FOLHA;KG;2,35;21,5021;50,53;46,53;109,34;53,79
1704;Julho;RIBANA PP 100% PES. - VERMELHO FERRARI;KG;5,875;20,56;120,79;48,68;286,02;57,77
1293;Julho;RIBANA PV 65%P / 35%V - AMARELO CANARIO;KG;21,415;26,24;561,93;47,54;1.018,13;44,81
1098;Julho;RIBANA PV 65%P / 35%V - AMARELO OURO;KG;3,71;25,9218;96,17;49,48;183,57;47,61
119;Julho;RIBANA PV 65%P / 35%V - AZUL BEBE;KG;1,9;24,3473;46,26;47,31;89,89;48,54
122;Julho;RIBANA PV 65%P / 35%V - AZUL MARINHO;KG;54,374;26,68;1.450,70;47,57;2.586,41;43,91
1298;Julho;RIBANA PV 65%P / 35%V - AZUL MOTORISTA;KG;5,55;25,5099;141,58;47,69;264,69;46,51
120;Julho;RIBANA PV 65%P / 35%V - AZUL ROYAL;KG;48,185;27,1397;1.307,73;46,6;2.245,46;41,76
1630;Julho;RIBANA PV 65%P / 35%V - BEGE AREIA;KG;3,89;28,2699;109,97;45,61;177,43;38,02
114;Julho;RIBANA PV 65%P / 35%V - BRANCO;KG;102,09;23,8146;2.431,24;47,36;4.834,58;49,71
1595;Julho;RIBANA PV 65%P / 35%V - CAQUI;KG;1,175;26,434;31,06;48,02;56,42;44,95
1593;Julho;RIBANA PV 65%P / 35%V - CELESTE;KG;2,03;26,7389;54,28;47,33;96,08;43,51
1507;Julho;RIBANA PV 65%P / 35%V - CINZA CHUMBO;KG;38,935;2,3695;92,26;46,49;1.809,97;94,9
1408;Julho;RIBANA PV 65%P / 35%V - CINZA PRATA;KG;13,34;25,2796;337,23;47,03;627,44;46,25
123;Julho;RIBANA PV 65%P / 35%V - CZ FORTE;KG;4,9;29,3693;143,91;47,24;231,47;37,83
1591;Julho;RIBANA PV 65%P / 35%V - ESMERALDA;KG;1,1;28,8454;31,73;46,87;51,56;38,46
1498;Julho;RIBANA PV 65%P / 35%V - FERRARI;KG;24,82;27,0612;671,66;47,38;1.175,94;42,88
1586;Julho;RIBANA PV 65%P / 35%V - GRAFITE;KG;12,885;27,6802;356,66;47,95;617,79;42,27
1499;Julho;RIBANA PV 65%P / 35%V - JADE;KG;12,32;29,84;367,63;46,95;578,37;36,44
1186;Julho;RIBANA PV 65%P / 35%V - LARANJA;KG;19,62;27,1681;533,04;46,86;919,39;42,02
1441;Julho;RIBANA PV 65%P / 35%V - MARROM;KG;3,25;27,2184;88,46;46,43;150,89;41,37
177;Julho;RIBANA PV 65%P / 35%V - MESCLA;KG;41,39;21,0096;869,59;46,76;1.935,24;55,07
917;Julho;RIBANA PV 65%P / 35%V - PEROLA;KG;1,25;28,16;35,2;46,31;57,89;39,2
1374;Julho;RIBANA PV 65%P / 35%V - PETROLEO;KG;4,575;28,2557;129,27;48,35;221,2;41,56
1247;Julho;RIBANA PV 65%P / 35%V - PINK;KG;4,01;25,98;104,18;46,72;187,35;44,39
124;Julho;RIBANA PV 65%P / 35%V - PRETO;KG;135,98;26,4393;3.595,22;47,68;6.483,91;44,55
1295;Julho;RIBANA PV 65%P / 35%V - ROXO;KG;5,45;26,9119;146,67;47,69;259,9;43,57
121;Julho;RIBANA PV 65%P / 35%V - VERDE AGUA;KG;5,48;25,5291;139,9;48,69;266,81;47,57
1506;Julho;RIBANA PV 65%P / 35%V - VERDE FOLHA;KG;60,61;30,1504;1.827,42;47,37;2.871,17;36,35
951;Julho;RIBANA PV 65%P / 35%V - VERDE LIMAO;KG;5,05;26,5108;133,88;49,47;249,83;46,41
1286;Julho;RIBANA PV 65%P / 35%V - VERDE MUSGO;KG;17,495;27,3809;479,03;47,37;828,75;42,2
118;Julho;RIBANA PV 65%P / 35%V - VERMELHO;KG;6,331;27,3716;173,29;48,01;303,97;42,99
1301;Julho;RIBANA PV 65%P / 35%V - VINHO;KG;12,955;27,1524;351,76;48,32;625,93;43,8
1259;Julho;TACTEL - 100% POLIESTER - LARANJA;MT;5;4,45;22,25;14,5;72,5;69,31
1467;Agosto;GOLA AD. 50%ALG/50%POLI - AZUL MARINHO;PC;1585;0,8504;1.347,90;2,23;3.527,85;61,79
1476;Agosto;GOLA AD. 50%ALG/50%POLI - AZUL MOTORISTA;PC;181;0,83;150,23;2,29;414,1;63,72
1002;Agosto;GOLA AD. 50%ALG/50%POLI - AZUL ROYAL;PC;783;0,89;696,87;2,21;1.728,30;59,68
996;Agosto;GOLA AD. 50%ALG/50%POLI - BRANCO;PC;742;0,66;489,72;2,26;1.674,50;70,75
1528;Agosto;GOLA AD. 50%ALG/50%POLI - CINZA CHUMBO;PC;530;0,81;429,3;2,33;1.234,60;65,23
1524;Agosto;GOLA AD. 50%ALG/50%POLI - CINZA PRATA;PC;195;0,74;144,3;2,29;446,4;67,67
1001;Agosto;GOLA AD. 50%ALG/50%POLI - GRAFITE;PC;412;0,88;362,56;2,21;910,4;60,18
1471;Agosto;GOLA AD. 50%ALG/50%POLI - PRETO;PC;1708;0,9983;1.705,18;2,27;3.885,20;56,11
1526;Agosto;GOLA AD. 50%ALG/50%POLI - VERDE BANDEIRA;PC;1230;0,88;1.082,40;2,22;2.734,10;60,41
1474;Agosto;GOLA AD. 50%ALG/50%POLI - VERDE MUSGO;PC;462;0,85;392,7;2,21;1.018,80;61,45
1466;Agosto;GOLA AD. 50%ALG/50%POLI - VERMELHO;PC;187;0,84;157,08;2,27;425,1;63,05
1603;Agosto;GOLA AD. 50%ALG/50%POLI - VINHO;PC;95;0,8934;84,88;2,35;223,4;62,01
1574;Agosto;GOLA AD.65%POLI / 35%VISC - AM CANARIO;PC;215;0,88;189,2;2,34;503,7;62,44
1545;Agosto;GOLA AD.65%POLI / 35%VISC - AZ MOTORISTA;PC;162;0,85;137,7;2,14;346,6;60,27
1559;Agosto;GOLA AD.65%POLI / 35%VISC - AZUL BEBE;PC;20;0,84;16,8;2,4;48;65
1537;Agosto;GOLA AD.65%POLI / 35%VISC - AZUL MARINHO;PC;1220;0,8005;976,64;2,27;2.775,30;64,81
1536;Agosto;GOLA AD.65%POLI / 35%VISC - AZUL ROYAL;PC;612;0,78;477,36;2,23;1.362,10;64,95
1534;Agosto;GOLA AD.65%POLI / 35%VISC - BRANCO;PC;246;0,69;169,74;2,3;566,5;70,04
1652;Agosto;GOLA AD.65%POLI / 35%VISC - CAQUI;PC;411;1,06;435,66;2,2;904,2;51,82
1648;Agosto;GOLA AD.65%POLI / 35%VISC - CINZA CHUMBO;PC;53;0,87;46,11;2,34;123,9;62,78
1576;Agosto;GOLA AD.65%POLI / 35%VISC - CINZA PRATA;PC;48;0,85;40,8;2,21;106,2;61,58
1601;Agosto;GOLA AD.65%POLI / 35%VISC - FERRARI;PC;98;0,8761;85,86;2,19;214,8;60,03
1649;Agosto;GOLA AD.65%POLI / 35%VISC - GRAFITE;PC;191;0,9;171,9;2,21;421,5;59,22
1651;Agosto;GOLA AD.65%POLI / 35%VISC - LARANJA;PC;182;0,894;162,72;2,3;418,9;61,16
1553;Agosto;GOLA AD.65%POLI / 35%VISC - MESCLA;PC;401;0,77;308,77;2,22;889,2;65,28
1583;Agosto;GOLA AD.65%POLI / 35%VISC - PETROLEO;PC;20;0,92;18,4;2,39;47,8;61,51
1535;Agosto;GOLA AD.65%POLI / 35%VISC - PRETO;PC;803;0,7977;640,57;2,24;1.795,10;64,32
1581;Agosto;GOLA AD.65%POLI / 35%VISC - VERDE FOLHA;PC;280;0,98;274,4;2,32;649,2;57,73
1555;Agosto;GOLA AD.65%POLI / 35%VISC - VERDE MUSGO;PC;463;0,8771;406,14;2,22;1.025,60;60,4
1600;Agosto;GOLA AD.65%POLI / 35%VISC - VINHO;PC;90;0,86;77,4;2,17;195,4;60,39
1657;Agosto;GOLA PV RETILINEA - AZ MARINHO;PC;427;0,99;422,73;2,33;994,74;57,5
1701;Agosto;GOLA PV RETILINEA - BRANCO;PC;32;0,78;24,96;2,4;76,8;67,5
1695;Agosto;GOLA PV RETILINEA - CHUMBO;PC;7;0,84;5,88;2,62;18,34;67,94
1660;Agosto;GOLA PV RETILINEA  - CZ PRATA;PC;1218;0,82;998,76;2,15;2.618,70;61,86
1658;Agosto;GOLA PV RETILINEA - PRETO;PC;187;0,98;183,26;2,4;448,8;59,17
1694;Agosto;GOLA PV RETILINEA  - ROYAL;PC;248;0,83;205,84;2,33;578,5;64,42
1251;Agosto;HELANCA 100% POLIESTER - AMARELO OURO;KG;13,9;17,71;246,17;28,99;403,01;38,92
1127;Agosto;HELANCA 100% POLIESTER - AZUL MARINHO;KG;236,14;17,89;4.224,55;28,68;6.773,21;37,63
1125;Agosto;HELANCA 100% POLIESTER - AZUL ROYAL;KG;274,825;17,38;4.776,48;29,73;8.171,21;41,55
1129;Agosto;HELANCA 100% POLIESTER - BRANCA;KG;85,91;14,2501;1.224,23;31,67;2.721,11;55,01
1580;Agosto;HELANCA 100% POLIESTER - CHUMBO;KG;105,26;16,3198;1.717,83;31,36;3.300,53;47,95
1253;Agosto;HELANCA 100% POLIESTER - LARANJA;KG;26,67;20,5301;547,54;29,75;793,41;30,99
1633;Agosto;HELANCA 100% POLIESTER - MARROM;KG;59,77;21,8999;1.308,96;28,9;1.727,35;24,22
1248;Agosto;HELANCA 100% POLIESTER - PRETO;KG;108,37;19,1301;2.073,13;30,63;3.319,36;37,54
1249;Agosto;HELANCA 100% POLIESTER - VERDE BANDEIRA;KG;297,08;17,9499;5.332,58;29,25;8.689,52;38,63
1343;Agosto;HELANCA 100% POLIESTER - VERDE MUSGO;KG;4;17,06;68,24;38,5;154;55,69
1130;Agosto;HELANCA 100% POLIESTER - VERMELHO;KG;5,87;18,9693;111,35;34,7;203,69;45,33
1543;Agosto;MALHA ESPORTIVA 100% POLIESTER -AMARELO;KG;64,79;16,9902;1.100,80;35,47;2.298,24;52,1
1502;Agosto;MALHA ESPORTIVA 100% POLIESTER -BANDEIRA;KG;120,98;22,5399;2.726,88;35,38;4.279,94;36,29
1146;Agosto;MALHA ESPORTIVA 100% POLIESTER -BRANCO;KG;6868,775;13,9745;95.988,05;28,96;198.933,37;51,75
1529;Agosto;MALHA ESPORTIVA 100% POLIESTER -LARANJA;KG;61,31;20,3195;1.245,79;38,18;2.340,85;46,78
1530;Agosto;MALHA ESPORTIVA 100% POLIESTER -LIMAO;KG;83,06;19,81;1.645,42;35,4;2.939,92;44,03
1573;Agosto;MALHA ESPORTIVA 100% POLIESTER -MARINHO;KG;96,42;19,5499;1.885,01;36,88;3.555,58;46,98
1577;Agosto;MALHA ESPORTIVA 100% POLIESTER -PINK;KG;24,83;24,0797;597,9;37,93;941,69;36,51
1565;Agosto;MALHA ESPORTIVA 100% POLIESTER -PRATA;KG;63,11;17,8901;1.129,05;36,38;2.295,86;50,82
1501;Agosto;MALHA ESPORTIVA 100% POLIESTER -PRETO;KG;422,255;16,463;6.951,61;37,04;15.641,13;55,56
1156;Agosto;MALHA ESPORTIVA 100% POLIESTER -ROYAL;KG;268,13;19,7399;5.292,88;34,62;9.282,76;42,98
1500;Agosto;MALHA ESPORTIVA 100% POLIESTER -VERMELHO;KG;94,26;20,6301;1.944,60;37,25;3.510,86;44,61
1570;Agosto;MEIA MALHA 100% POLIESTER - AM CANARIO;KG;596,535;17,4228;10.393,36;30,65;18.281,15;43,15
1568;Agosto;MEIA MALHA 100% POLIESTER - AZ MARINHO;KG;518,2;17,1718;8.898,45;29,98;15.537,52;42,73
1571;Agosto;MEIA MALHA 100% POLIESTER - AZ MOTORISTA;KG;143,67;17,9799;2.583,18;33,05;4.748,91;45,6
1567;Agosto;MEIA MALHA 100% POLIESTER - AZUL ROYAL;KG;566,58;17,3693;9.841,14;29,21;16.548,94;40,53
1588;Agosto;MEIA MALHA 100% POLIESTER - BEGE;KG;150,95;18,0699;2.727,66;29,84;4.504,08;39,44
1312;Agosto;MEIA MALHA 100% POLIESTER - BRANCA;KG;4119,097;15,4717;63.729,60;26,85;110.615,35;42,39
1572;Agosto;MEIA MALHA 100% POLIESTER - CINZA PRATA;KG;169,16;17,2;2.909,56;30,74;5.200,44;44,05
1566;Agosto;MEIA MALHA 100% POLIESTER - FERRARI;KG;213,47;18,7999;4.013,23;31,06;6.630,85;39,48
1596;Agosto;MEIA MALHA 100% POLIESTER - LARANJA;KG;97,54;17,6163;1.718,30;32,26;3.146,31;45,39
1682;Agosto;MEIA MALHA 100% POLIESTER -  NAUTICO;KG;290,912;18,4434;5.365,43;28,02;8.151,03;34,17
1589;Agosto;MEIA MALHA 100% POLIESTER - PEROLA;KG;16,75;17,9802;301,17;33,9;567,78;46,96
1587;Agosto;MEIA MALHA 100% POLIESTER - PETROLEO;KG;89,46;20,52;1.835,72;29,65;2.652,07;30,78
1579;Agosto;MEIA MALHA 100% POLIESTER - PINK;KG;81,9;16,8525;1.380,22;29,25;2.395,75;42,39
1563;Agosto;MEIA MALHA 100% POLIESTER - PRETO;KG;1377,99;18,6445;25.691,98;27,09;37.328,62;31,17
1646;Agosto;MEIA MALHA 100% POLIESTER - ROSA BEBE;KG;116,17;17,1502;1.992,34;31,27;3.632,83;45,16
1578;Agosto;MEIA MALHA 100% POLIESTER - VERDE FOLHA;KG;388,43;19,2647;7.483,01;30,05;11.670,39;35,88
23;Agosto;M/M 100% ALGODAO PENTEADA - AZ MARINHO;KG;25,76;26,7705;689,61;50,21;1.293,43;46,68
1326;Agosto;M/M 100% ALGODAO PENTEADA - BRANCO;KG;9,73;23,5385;229,03;48,06;467,61;51,02
179;Agosto;M/M 100% ALGODAO PENTEADA - PRETA;KG;165,204;25,5565;4.222,05;38,39;6.342,75;33,44
1551;Agosto;MM 96% POLIESTER/4% ELASTANO - BRANCO;KG;168,72;26,59;4.486,27;36,46;6.152,28;27,08
1475;Agosto;M/M PIQUET 50%POL/50%ALG - AZ MOTORISTA;KG;61,09;25,4599;1.555,35;48,82;2.982,53;47,85
1465;Agosto;M/M PIQUET 50%POL/50%ALG - AZUL MARINHO;KG;629,365;21,4193;13.480,56;47,64;29.983,52;55,04
1491;Agosto;M/M PIQUET 50%POL/50%ALG - AZUL ROYAL;KG;199,08;24,1901;4.815,77;46,07;9.171,54;47,49
172;Agosto;M/M PIQUET 50%POL/50%ALG - BRANCO;KG;181,15;17,6087;3.189,83;44,08;7.985,68;60,06
1520;Agosto;M/M PIQUET 50%POL/50%ALG - CINZA CHUMBO;KG;131,55;20,0099;2.632,31;44,76;5.888,07;55,29
1519;Agosto;M/M PIQUET 50%POL/50%ALG - CINZA PRATA;KG;35,08;23,1505;812,12;47,92;1.681,14;51,69
42;Agosto;M/M PIQUET 50%POL/50%ALG - GRAFITE;KG;92,975;24,6798;2.294,61;48,6;4.518,45;49,22
1470;Agosto;M/M PIQUET 50%POL/50%ALG - PRETO;KG;495,865;20,4751;10.152,92;47,97;23.786,60;57,32
1521;Agosto;M/M PIQUET 50%POL/50%ALG - VD BANDEIRA;KG;106,605;25,9297;2.764,24;49,67;5.294,70;47,79
1473;Agosto;M/M PIQUET 50%POL/50%ALG - VERDE MUSGO;KG;128,45;21,4196;2.751,36;47,48;6.098,54;54,88
1464;Agosto;M/M PIQUET 50%POL/50%ALG - VERMELHO;KG;81,72;25,0501;2.047,10;47,75;3.901,78;47,53
1602;Agosto;M/M PIQUET 50%POL/50%ALG - VINHO;KG;17,21;27,3079;469,97;51,92;893,57;47,41
1655;Agosto;M/M PIQUET 65%POLI.35%VISC - AZ MARINHO;KG;112,605;21,22;2.389,48;37,06;4.172,64;42,73
453;Agosto;M/M PIQUET 65%POLI.35%VISC - BRANCO;KG;17,915;18,3499;328,74;42,75;765,92;57,08
1659;Agosto;M/M PIQUET 65%POLI. 35%VISC - CZ PRATA;KG;283,7;19,8199;5.622,93;32;9.078,40;38,06
1552;Agosto;M/M PIQUET 65%POLI. 35%VISC - MESCLA;KG;75,225;19,3302;1.454,12;41,94;3.154,64;53,91
1656;Agosto;M/M PIQUET 65%POLI. 35%VISC - PRETO;KG;52,77;20,9801;1.107,12;40,25;2.124,01;47,88
1691;Agosto;M/M PIQUET - 65% POLIESTER/35% - CHUMBO;KG;4,125;21,04;86,79;42,68;176,07;50,71
1690;Agosto;M/M PIQUET - 65% POLIESTER/35% - ROYAL;KG;93,18;21,68;2.020,15;38,34;3.572,29;43,45
1621;Agosto;M/M PV 65%POLIEST. 35%VISC. - AM CANARIO;KG;122,758;19,69;2.417,11;36,41;4.469,92;45,92
1628;Agosto;M/M PV 65%POLIEST. 35%VISC. - AM OURO;KG;157,28;20,3001;3.192,81;34,4;5.411,07;40,99
1607;Agosto;M/M PV 65%POLIEST. 35%VISC. - AZ MARINHO;KG;2780,822;19,6829;54.734,87;34,65;96.349,35;43,19
1645;Agosto;M/M PV 65%POLIEST. 35%VISC. - AZUL BEBE;KG;37,07;17,7901;659,48;32,18;1.192,80;44,71
1606;Agosto;M/M PV 65%POLIEST. 35%VISC. - AZUL ROYAL;KG;2238,41;20,3752;45.608,19;36,04;80.677,85;43,47
1631;Agosto;M/M PV 65%POLIEST. 35%VISC. - BANDEIRA;KG;6,1;24,1901;147,56;41,05;250,39;41,07
1612;Agosto;M/M PV 65%POLIEST. 35%VISC. - BEGE AREIA;KG;234,81;19,6711;4.618,98;34,56;8.115,36;43,08
1544;Agosto;M/M PV 65%POLIEST. 35%VISC. - BRANCO;KG;2968,95;16,4214;48.754,47;30,8;91.442,40;46,68
1644;Agosto;M/M PV 65%POLIEST. 35%VISC. - CAQUI;KG;297,52;20,46;6.087,26;34,78;10.347,77;41,17
1632;Agosto;M/M PV 65%POLIEST. 35%VISC. - CELESTE;KG;83,69;19,3501;1.619,41;33,95;2.841,54;43,01
1629;Agosto;M/M PV 65%POLIEST. 35%VISC. - CZ CHUMBO;KG;1026,74;19,6386;20.163,81;35,83;36.790,02;45,19
1613;Agosto;M/M PV 65%POLIEST. 35%VISC. - CZ. FARDAS;KG;39,13;19,7899;774,38;33,2;1.299,12;40,39
1662;Agosto;M/M PV 65%POLIEST. 35%VISC. - CZ FORTE;KG;51,56;25,5589;1.317,82;33,5;1.727,37;23,71
1617;Agosto;M/M PV 65%POLIEST. 35%VISC. - CZ PRATA;KG;568,785;18,4815;10.512,01;32,5;18.482,99;43,13
1627;Agosto;M/M PV 65%POLIEST. 35%VISC. - ESMERALDA;KG;12;22,12;265,44;35,57;426,8;37,81
1610;Agosto;M/M PV 65%POLIEST. 35%VISC. - FERRARI;KG;1099,8;20,5338;22.583,15;34,93;38.420,31;41,22
1635;Agosto;M/M PV 65%POLIEST. 35%VISC. - GRAFITE;KG;825,12;20,3995;16.832,08;35,12;28.976,32;41,91
1622;Agosto;M/M PV 65%POLIEST. 35%VISC. - JADE;KG;257,47;23,3387;6.009,04;37,33;9.610,28;37,47
1615;Agosto;M/M PV 65%POLIEST. 35%VISC. - LARANJA;KG;647,25;19,6816;12.738,96;35,81;23.174,95;45,03
1643;Agosto;M/M PV 65%POLIEST. 35%VISC. - MARROM;KG;143,89;20,6699;2.974,20;36;5.179,40;42,58
1634;Agosto;M/M PV 65%POLIEST. 35%VISC. - MOTORISTA;KG;614,05;19,0286;11.684,57;35,87;22.028,28;46,96
1641;Agosto;M/M PV 65%POLIEST. 35%VISC. - PEROLA;KG;17,16;24,4959;420,35;37,11;636,75;33,99
1619;Agosto;M/M PV 65%POLIEST. 35%VISC. - PETROLEO;KG;310,3;21,7;6.733,54;35,94;11.153,72;39,63
1616;Agosto;M/M PV 65%POLIEST. 35%VISC. - PINK;KG;184,53;19,4299;3.585,41;38,54;7.112,58;49,59
1609;Agosto;M/M PV 65%POLIEST. 35%VISC. - PRETO;KG;4220,409;19,082;80.534,00;34,53;145.734,02;44,74
1625;Agosto;M/M PV 65%POLIEST. 35%VISC. - ROXO;KG;198,735;20,3352;4.041,32;36,25;7.204,38;43,9
1611;Agosto;M/M PV 65%POLIEST. 35%VISC. - VD FOLHA;KG;1129,15;23,4383;26.465,36;34,91;39.416,85;32,86
1626;Agosto;M/M PV 65%POLIEST. 35%VISC. - VD LIMAO;KG;151,09;22,9458;3.466,89;33,81;5.107,79;32,13
1623;Agosto;M/M PV 65%POLIEST. 35%VISC. - VD MUSGO;KG;726,74;20,0524;14.572,91;35,18;25.567,02;43
1624;Agosto;M/M PV 65%POLIEST. 35%VISC. - VERDE AGUA;KG;82,31;18,6066;1.531,51;36,19;2.978,62;48,58
1608;Agosto;M/M PV 65%POLIEST. 35%VISC. - VERMELHO;KG;515,47;20,8199;10.732,06;35,13;18.106,44;40,73
1620;Agosto;M/M PV 65%POLIEST. 35%VISC. - VINHO;KG;343,46;19,8683;6.823,99;35,81;12.300,07;44,52
