Identificação;Mês;Nome do Produto;Un;Quantidade;Custo Unitário;Custo Total;Valor Unitário;Valor Total;Margem
842;Agosto;M/M PV 67%POLIEST. 33%VISC. - MESCLA;KG;1534,94;19,2817;29.596,33;35,33;54.231,67;45,43
939;Agosto;MOLETOM PA FLANELADO - BRANCO;KG;35,41;18,7099;662,52;36,9;1.306,63;49,3
1494;Agosto;PUNHO AD. 50%ALG / 50%POLI - AZ MARINHO;PC;1224;0,5108;625,32;2,23;2.734,85;77,14
1007;Agosto;PUNHO AD. 50%ALG / 50%POLI - AZUL ROYAL;PC;354;0,53;187,62;2,22;785,9;76,13
1004;Agosto;PUNHO AD. 50%ALG / 50%POLI - BRANCO;PC;575;0,44;253;2,24;1.289,00;80,37
1550;Agosto;PUNHO AD. 50%ALG / 50%POLI - CINZA PRATA;PC;102;0,47;47,94;2,39;243,6;80,32
1557;Agosto;PUNHO AD. 50%ALG / 50%POLI - CZ CHUMBO;PC;360;0,46;165,6;2,36;848,7;80,49
1006;Agosto;PUNHO AD. 50%ALG / 50%POLI - GRAFITE;PC;45;0,52;23,4;2,28;102,4;77,15
1558;Agosto;PUNHO AD. 50%ALG / 50%POLI - MOTORISTA;PC;72;0,5;36;2,34;168,7;78,66
1492;Agosto;PUNHO AD. 50%ALG / 50%POLI - PRETO;PC;923;0,7169;661,79;2,25;2.077,90;68,15
1541;Agosto;PUNHO AD. 50%ALG / 50%POLI - VD BANDEIRA;PC;433;0,53;229,49;2,34;1.012,20;77,33
1549;Agosto;PUNHO AD. 50%ALG / 50%POLI - VERDE MUSGO;PC;243;0,52;126,36;2,19;532,4;76,27
1493;Agosto;PUNHO AD. 50%ALG / 50%POLI - VERMELHO;PC;51;0,52;26,52;2,32;118,1;77,54
1604;Agosto;PUNHO AD. 50%ALG / 50%POLI - VINHO;PC;16;0,6037;9,66;2,36;37,7;74,38
1650;Agosto;PUNHO M/M 98% ALG 2% ELAST - AZ. MARINHO;KG;0,89;27,5842;24,55;48,69;43,33;43,34
282;Agosto;PUNHO M/M 98% ALG 2% ELAST - BRANCO;KG;0,31;25,5161;7,91;50,9;15,78;49,87
1225;Agosto;PUNHO M/M 98% ALG 2% ELAST - PRETO;KG;4,194;27,0004;113,24;47,94;201,04;43,67
1661;Agosto;PUNHO PV RETILINEO - CZ PRATA;PC;1288;0,52;669,76;2,15;2.769,20;75,81
1554;Agosto;PUNHO PV RETILINEO - MESCLA;PC;147;0,46;67,62;2,22;326,9;79,31
1693;Agosto;PUNHO RET. P/MALHA PIQUET - 65 - CHUMBO;PC;10;0,52;5,2;2,55;25,54;79,64
1697;Agosto;PUNHO RET. P/MALHA PIQUET - 65 - MARINHO;PC;305;0,62;189,1;1,98;604,94;68,74
1699;Agosto;PUNHO RET. P/MALHA PIQUET - 65 - PRETO;PC;145;0,63;91,35;2,4;348;73,75
1692;Agosto;PUNHO RET. P/MALHA PIQUET - 65 - ROYAL;PC;253;0,54;136,62;2,33;590,5;76,86
1702;Agosto;PUNHO RET. P/MALHA PIQUET - BRANCO;PC;18;0,48;8,64;2,4;43,2;80
1710;Agosto;RIBANA PP 100% PES. - AMARELO BRILHANTE;KG;0,96;19,5416;18,76;48,73;46,78;59,9
1698;Agosto;RIBANA PP 100% PES. - AZUL MOTORISTA;KG;0,095;19,1578;1,82;48;4,56;60,09
1705;Agosto;RIBANA PP 100% PES. - BEGE;KG;1,79;19,3072;34,56;48;85,92;59,78
1707;Agosto;RIBANA PP 100% PES. - CINZA PRATA;KG;0,73;19,315;14,1;48,66;35,52;60,3
1688;Agosto;RIBANA PP 100% PES. - LARANJA;KG;0,67;20,3582;13,64;50,63;33,92;59,79
1685;Agosto;RIBANA PP 100% PES. - MARINHO;KG;31,73;19,8679;630,41;46,78;1.484,31;57,53
1686;Agosto;RIBANA PP 100% PES. - NAUTICO;KG;9,95;19,9618;198,62;48,25;480,07;58,63
1709;Agosto;RIBANA PP 100% PES. - PETROLEO;KG;1,38;22,6231;31,22;48;66,24;52,87
1706;Agosto;RIBANA PP 100% PES. - PRETO;KG;20,755;21,0508;436,91;46,67;968,59;54,89
1708;Agosto;RIBANA PP 100% PES. - ROSA BEBE;KG;1,75;19,2571;33,7;48,79;85,38;60,53
1687;Agosto;RIBANA PP 100% PES. - ROYAL;KG;23,148;20,0898;465,04;45,98;1.064,46;56,31
1703;Agosto;RIBANA PP 100% PES. - VERDE FOLHA;KG;8,925;21,5002;191,89;47,9;427,55;55,12
1704;Agosto;RIBANA PP 100% PES. - VERMELHO FERRARI;KG;11,44;20,479;234,28;45,58;521,39;55,07
1293;Agosto;RIBANA PV 65%P / 35%V - AMARELO CANARIO;KG;18,54;26,2394;486,48;48,06;891,04;45,4
1098;Agosto;RIBANA PV 65%P / 35%V - AMARELO OURO;KG;2,88;25,9201;74,65;48,59;139,95;46,66
119;Agosto;RIBANA PV 65%P / 35%V - AZUL BEBE;KG;1,475;24,3389;35,9;49,7;73,31;51,03
122;Agosto;RIBANA PV 65%P / 35%V - AZUL MARINHO;KG;54,355;26,6829;1.450,35;48,38;2.629,53;44,84
1298;Agosto;RIBANA PV 65%P / 35%V - AZUL MOTORISTA;KG;15,33;25,5094;391,06;47,7;731,31;46,53
120;Agosto;RIBANA PV 65%P / 35%V - AZUL ROYAL;KG;59,073;27,1428;1.603,41;47,37;2.798,50;42,7
117;Agosto;RIBANA PV 65%P / 35%V - BEGE;KG;0,15;15,6666;2,35;50;7,5;68,67
1630;Agosto;RIBANA PV 65%P / 35%V - BEGE AREIA;KG;3,38;27,7307;93,73;47,48;160,49;41,6
114;Agosto;RIBANA PV 65%P / 35%V - BRANCO;KG;79,05;23,8098;1.882,17;47,76;3.775,27;50,14
1595;Agosto;RIBANA PV 65%P / 35%V - CAQUI;KG;4,65;26,4408;122,95;46,5;216,24;43,14
1593;Agosto;RIBANA PV 65%P / 35%V - CELESTE;KG;3,58;25,8994;92,72;46,88;167,84;44,76
1507;Agosto;RIBANA PV 65%P / 35%V - CINZA CHUMBO;KG;24,455;26,5017;648,1;48,31;1.181,47;45,14
1240;Agosto;RIBANA PV 65%P / 35%V - CINZA FARDAS;KG;4,2;29,25;122,85;47;197,4;37,77
1408;Agosto;RIBANA PV 65%P / 35%V - CINZA PRATA;KG;12,285;25,2787;310,55;48,65;597,66;48,04
123;Agosto;RIBANA PV 65%P / 35%V - CZ FORTE;KG;1,638;29,188;47,81;48,69;79,75;40,05
1591;Agosto;RIBANA PV 65%P / 35%V - ESMERALDA;KG;0,56;28,8214;16,14;50,25;28,14;42,64
1498;Agosto;RIBANA PV 65%P / 35%V - FERRARI;KG;32,505;27,0656;879,77;47,59;1.546,87;43,13
1586;Agosto;RIBANA PV 65%P / 35%V - GRAFITE;KG;19,125;27,6773;529,33;47,88;915,73;42,2
1499;Agosto;RIBANA PV 65%P / 35%V - JADE;KG;5,045;29,8414;150,55;48,7;245,71;38,73
1186;Agosto;RIBANA PV 65%P / 35%V - LARANJA;KG;22,31;27,1613;605,97;48,18;1.074,79;43,62
1441;Agosto;RIBANA PV 65%P / 35%V - MARROM;KG;5,315;27,2191;144,67;46,9;249,29;41,97
177;Agosto;RIBANA PV 65%P / 35%V - MESCLA;KG;36,9;21,01;775,27;46,87;1.729,66;55,18
917;Agosto;RIBANA PV 65%P / 35%V - PEROLA;KG;0,3;28,1666;8,45;45,9;13,77;38,63
1374;Agosto;RIBANA PV 65%P / 35%V - PETROLEO;KG;14,025;28,2502;396,21;46,85;657,04;39,7
1247;Agosto;RIBANA PV 65%P / 35%V - PINK;KG;9,03;25,9811;234,61;47,7;430,7;45,53
124;Agosto;RIBANA PV 65%P / 35%V - PRETO;KG;129,719;26,4429;3.430,15;47,56;6.169,68;44,4
1295;Agosto;RIBANA PV 65%P / 35%V - ROXO;KG;8,16;26,9093;219,58;48,99;399,76;45,07
121;Agosto;RIBANA PV 65%P / 35%V - VERDE AGUA;KG;2,71;25,5313;69,19;48,8;132,26;47,69
237;Agosto;RIBANA PV 65%P / 35%V - VERDE BANDEIRA;KG;0,15;29,6666;4,45;48;7,2;38,19
1506;Agosto;RIBANA PV 65%P / 35%V - VERDE FOLHA;KG;27,99;30,1404;843,63;48,07;1.345,51;37,3
951;Agosto;RIBANA PV 65%P / 35%V - VERDE LIMAO;KG;5,5;25,1963;138,58;47,01;258,55;46,4
1286;Agosto;RIBANA PV 65%P / 35%V - VERDE MUSGO;KG;23,94;27,3759;655,38;47,13;1.128,37;41,92
118;Agosto;RIBANA PV 65%P / 35%V - VERMELHO;KG;14,89;27,3707;407,55;47,67;709,77;42,58
1301;Agosto;RIBANA PV 65%P / 35%V - VINHO;KG;8,05;27,1515;218,57;47,63;383,4;42,99
1467;Setembro;GOLA AD. 50%ALG/50%POLI - AZUL MARINHO;PC;1115;0,7467;832,59;2,22;2.474,57;66,35
1476;Setembro;GOLA AD. 50%ALG/50%POLI - AZUL MOTORISTA;PC;77;0,83;63,91;2,31;177,8;64,06
1002;Setembro;GOLA AD. 50%ALG/50%POLI - AZUL ROYAL;PC;963;0,8766;844,17;2,27;2.190,40;61,46
996;Setembro;GOLA AD. 50%ALG/50%POLI - BRANCO;PC;355;0,66;234,3;2,33;827,56;71,69
1528;Setembro;GOLA AD. 50%ALG/50%POLI - CINZA CHUMBO;PC;121;0,81;98,01;2,23;269,7;63,66
1524;Setembro;GOLA AD. 50%ALG/50%POLI - CINZA PRATA;PC;177;0,6739;119,29;2,2;389,4;69,37
1001;Setembro;GOLA AD. 50%ALG/50%POLI - GRAFITE;PC;91;0,88;80,08;2,23;202,7;60,49
1471;Setembro;GOLA AD. 50%ALG/50%POLI - PRETO;PC;1791;0,7193;1.288,37;2,19;3.929,40;67,21
1526;Setembro;GOLA AD. 50%ALG/50%POLI - VERDE BANDEIRA;PC;408;0,7672;313,02;2,31;942,1;66,77
1474;Setembro;GOLA AD. 50%ALG/50%POLI - VERDE MUSGO;PC;550;0,85;467,5;2,4;1.317,50;64,52
1466;Setembro;GOLA AD. 50%ALG/50%POLI - VERMELHO;PC;312;0,84;262,08;2,23;696,5;62,37
1603;Setembro;GOLA AD. 50%ALG/50%POLI - VINHO;PC;98;0,83;81,34;2,24;219,2;62,89
1574;Setembro;GOLA AD.65%POLI / 35%VISC - AM CANARIO;PC;205;0,82;168,1;2,29;470,1;64,24
1545;Setembro;GOLA AD.65%POLI / 35%VISC - AZ MOTORISTA;PC;73;0,85;62,05;2,29;167,4;62,93
1559;Setembro;GOLA AD.65%POLI / 35%VISC - AZUL BEBE;PC;180;0,84;151,2;2,23;401,5;62,34
1537;Setembro;GOLA AD.65%POLI / 35%VISC - AZUL MARINHO;PC;877;0,8374;734,41;2,3;2.018,00;63,61
1536;Setembro;GOLA AD.65%POLI / 35%VISC - AZUL ROYAL;PC;373;0,78;290,94;2,18;813,9;64,25
1582;Setembro;GOLA AD.65%POLI / 35%VISC - BEGE;PC;20;0,6;12;2,46;49,2;75,61
1534;Setembro;GOLA AD.65%POLI / 35%VISC - BRANCO;PC;249;0,84;209,16;2,31;574,8;63,61
1648;Setembro;GOLA AD.65%POLI / 35%VISC - CINZA CHUMBO;PC;54;0,8574;46,3;2,2;118,8;61,03
1678;Setembro;GOLA AD.65%POLI / 35%VISC - CINZA FORTE;PC;12;0,82;9,84;2,5;30;67,2
1576;Setembro;GOLA AD.65%POLI / 35%VISC - CINZA PRATA;PC;8;0,85;6,8;2,39;19,1;64,4
1601;Setembro;GOLA AD.65%POLI / 35%VISC - FERRARI;PC;254;0,926;235,22;2,12;537,6;56,25
1649;Setembro;GOLA AD.65%POLI / 35%VISC - GRAFITE;PC;186;0,9;167,4;2,19;406,7;58,84
1584;Setembro;GOLA AD.65%POLI / 35%VISC - JADE;PC;1;0,98;0,98;2,3;2,3;57,39
1651;Setembro;GOLA AD.65%POLI / 35%VISC - LARANJA;PC;123;0,9;110,7;2,32;285,8;61,27
1553;Setembro;GOLA AD.65%POLI / 35%VISC - MESCLA;PC;1121;0,7691;862,17;2,2;2.470,10;65,1
1583;Setembro;GOLA AD.65%POLI / 35%VISC - PETROLEO;PC;114;0,92;104,88;2,12;242,2;56,7
1535;Setembro;GOLA AD.65%POLI / 35%VISC - PRETO;PC;1022;0,9174;937,68;2,23;2.283,90;58,94
1581;Setembro;GOLA AD.65%POLI / 35%VISC - VERDE FOLHA;PC;207;1,016;210,32;2,28;471;55,35
1555;Setembro;GOLA AD.65%POLI / 35%VISC - VERDE MUSGO;PC;375;0,82;307,5;2,39;896,3;65,69
1538;Setembro;GOLA AD.65%POLI / 35%VISC - VERMELHO;PC;77;0,9;69,3;2,32;178,3;61,13
1600;Setembro;GOLA AD.65%POLI / 35%VISC - VINHO;PC;55;0,83;45,65;2,25;123,6;63,07
1657;Setembro;GOLA PV RETILINEA - AZ MARINHO;PC;485;0,9414;456,6;2,18;1.056,17;56,77
1701;Setembro;GOLA PV RETILINEA - BRANCO;PC;112;0,78;87,36;2,34;262,5;66,72
1695;Setembro;GOLA PV RETILINEA - CHUMBO;PC;10;0,84;8,4;2;20;58
1660;Setembro;GOLA PV RETILINEA  - CZ PRATA;PC;936;26,95;25.225,20;2,15;2.012,40;-1153,4
1658;Setembro;GOLA PV RETILINEA - PRETO;PC;212;0,9321;197,62;2,28;484,2;59,19
1694;Setembro;GOLA PV RETILINEA  - ROYAL;PC;1;0,83;0,83;2,5;2,5;66,8
1714;Setembro;GOLA PV RETILINEA - VERMELHO;UN;95;0,95;90,25;2,3;218,5;58,7
1251;Setembro;HELANCA 100% POLIESTER - AMARELO OURO;KG;5,3;17,7094;93,86;31,15;165,1;43,15
1127;Setembro;HELANCA 100% POLIESTER - AZUL MARINHO;KG;450,141;16,829;7.575,45;28,65;12.895,46;41,25
1125;Setembro;HELANCA 100% POLIESTER - AZUL ROYAL;KG;739,742;17,0552;12.616,46;26,75;19.784,67;36,23
1129;Setembro;HELANCA 100% POLIESTER - BRANCA;KG;200,24;14,25;2.853,44;29,5;5.906,09;51,69
1580;Setembro;HELANCA 100% POLIESTER - CHUMBO;KG;65,265;16,3199;1.065,12;29,63;1.933,51;44,91
1253;Setembro;HELANCA 100% POLIESTER - LARANJA;KG;4,64;20,5301;95,26;29,55;137,1;30,52
1633;Setembro;HELANCA 100% POLIESTER - MARROM;KG;1,04;16,4038;17,06;27,9;29,02;41,21
1248;Setembro;HELANCA 100% POLIESTER - PRETO;KG;221,915;19,1299;4.245,23;28,5;6.323,91;32,87
1249;Setembro;HELANCA 100% POLIESTER - VERDE BANDEIRA;KG;161,642;17,7547;2.869,91;28,37;4.585,43;37,41
1130;Setembro;HELANCA 100% POLIESTER - VERMELHO;KG;9,54;18,9706;180,98;32,05;305,76;40,81
1543;Setembro;MALHA ESPORTIVA 100% POLIESTER -AMARELO;KG;108,86;17,8373;1.941,77;36,98;4.025,71;51,77
1502;Setembro;MALHA ESPORTIVA 100% POLIESTER -BANDEIRA;KG;162,81;22,5399;3.669,73;33,99;5.534,15;33,69
1146;Setembro;MALHA ESPORTIVA 100% POLIESTER -BRANCO;KG;6159,764;14,2287;87.645,70;28,41;175.029,36;49,93
1529;Setembro;MALHA ESPORTIVA 100% POLIESTER -LARANJA;KG;47,384;20,3199;962,84;36,62;1.735,06;44,51
1530;Setembro;MALHA ESPORTIVA 100% POLIESTER -LIMAO;KG;207,734;19,8099;4.115,19;36,01;7.481,53;45
1573;Setembro;MALHA ESPORTIVA 100% POLIESTER -MARINHO;KG;100,143;19,5759;1.960,39;37,47;3.751,99;47,75
1577;Setembro;MALHA ESPORTIVA 100% POLIESTER -PINK;KG;102,895;24,0799;2.477,71;35,91;3.695,37;32,95
1565;Setembro;MALHA ESPORTIVA 100% POLIESTER -PRATA;KG;88,955;17,89;1.591,41;33,33;2.965,07;46,33
1501;Setembro;MALHA ESPORTIVA 100% POLIESTER -PRETO;KG;463,138;17,5141;8.111,48;34,71;16.074,48;49,54
1156;Setembro;MALHA ESPORTIVA 100% POLIESTER -ROYAL;KG;333,466;19,74;6.582,65;33,4;11.137,90;40,9
1500;Setembro;MALHA ESPORTIVA 100% POLIESTER -VERMELHO;KG;233,862;20,6299;4.824,55;35,21;8.235,03;41,41
1570;Setembro;MEIA MALHA 100% POLIESTER - AM CANARIO;KG;74,695;16,34;1.220,52;31,44;2.348,74;48,04
1568;Setembro;MEIA MALHA 100% POLIESTER - AZ MARINHO;KG;783,302;16,65;13.042,01;28,82;22.577,79;42,24
1571;Setembro;MEIA MALHA 100% POLIESTER - AZ MOTORISTA;KG;161,58;17,98;2.905,22;31,38;5.069,82;42,7
1567;Setembro;MEIA MALHA 100% POLIESTER - AZUL ROYAL;KG;815,955;16,7399;13.659,07;27,79;22.673,23;39,76
1588;Setembro;MEIA MALHA 100% POLIESTER - BEGE;KG;74,455;18,0699;1.345,40;30,95;2.304,22;41,61
1312;Setembro;MEIA MALHA 100% POLIESTER - BRANCA;KG;3636,725;14,9765;54.465,67;25,96;94.404,92;42,31
1572;Setembro;MEIA MALHA 100% POLIESTER - CINZA PRATA;KG;164,349;16,162;2.656,21;30,31;4.981,93;46,68
1566;Setembro;MEIA MALHA 100% POLIESTER - FERRARI;KG;217,354;17,56;3.816,74;29,7;6.454,59;40,87
1596;Setembro;MEIA MALHA 100% POLIESTER - LARANJA;KG;192,367;17,0098;3.272,14;29,44;5.663,01;42,22
1682;Setembro;MEIA MALHA 100% POLIESTER -  NAUTICO;KG;155,402;16,64;2.585,89;28,64;4.451,33;41,91
1589;Setembro;MEIA MALHA 100% POLIESTER - PEROLA;KG;815,37;15,7645;12.853,92;26,93;21.958,06;41,46
1587;Setembro;MEIA MALHA 100% POLIESTER - PETROLEO;KG;247,609;19,6406;4.863,19;29,66;7.344,19;33,78
1579;Setembro;MEIA MALHA 100% POLIESTER - PINK;KG;141,624;16,597;2.350,54;28,69;4.063,46;42,15
1563;Setembro;MEIA MALHA 100% POLIESTER - PRETO;KG;1115,369;17,7773;19.828,28;29,49;32.891,59;39,72
1646;Setembro;MEIA MALHA 100% POLIESTER - ROSA BEBE;KG;187,37;17,15;3.213,41;28,98;5.429,83;40,82
1578;Setembro;MEIA MALHA 100% POLIESTER - VERDE FOLHA;KG;549,1;18,1552;9.969,07;30,73;16.874,56;40,92
23;Setembro;M/M 100% ALGODAO PENTEADA - AZ MARINHO;KG;30,949;26,7701;828,51;44,8;1.386,56;40,25
16;Setembro;M/M 100% ALGODAO PENTEADA - AZUL ROYAL;KG;8,07;26,4299;213,29;43,52;351,23;39,27
1326;Setembro;M/M 100% ALGODAO PENTEADA - BRANCO;KG;33,44;17,1402;573,17;37,42;1.251,45;54,2
179;Setembro;M/M 100% ALGODAO PENTEADA - PRETA;KG;109,016;19,6698;2.144,33;43,45;4.736,71;54,73
1551;Setembro;MM 96% POLIESTER/4% ELASTANO - BRANCO;KG;25,695;26,5899;683,23;38,23;982,26;30,44
1475;Setembro;M/M PIQUET 50%POL/50%ALG - AZ MOTORISTA;KG;33,87;25,4605;862,35;48,41;1.639,61;47,41
1465;Setembro;M/M PIQUET 50%POL/50%ALG - AZUL MARINHO;KG;367,454;20,7199;7.613,63;46,26;16.999,39;55,21
1491;Setembro;M/M PIQUET 50%POL/50%ALG - AZUL ROYAL;KG;242,16;24,0744;5.829,88;46,59;11.282,62;48,33
172;Setembro;M/M PIQUET 50%POL/50%ALG - BRANCO;KG;162,762;17,1399;2.789,74;40,14;6.533,43;57,3
1520;Setembro;M/M PIQUET 50%POL/50%ALG - CINZA CHUMBO;KG;40,73;20,01;815,01;48,6;1.979,61;58,83
1519;Setembro;M/M PIQUET 50%POL/50%ALG - CINZA PRATA;KG;37,17;19,3693;719,96;46,91;1.743,66;58,71
42;Setembro;M/M PIQUET 50%POL/50%ALG - GRAFITE;KG;44,24;24,6799;1.091,84;48,64;2.151,64;49,26
1470;Setembro;M/M PIQUET 50%POL/50%ALG - PRETO;KG;465,135;19,8329;9.224,99;46,75;21.745,55;57,58
1521;Setembro;M/M PIQUET 50%POL/50%ALG - VD BANDEIRA;KG;138,592;21,9796;3.046,21;46,74;6.477,37;52,97
1473;Setembro;M/M PIQUET 50%POL/50%ALG - VERDE MUSGO;KG;177,08;21,4199;3.793,05;48,94;8.666,24;56,23
1464;Setembro;M/M PIQUET 50%POL/50%ALG - VERMELHO;KG;58,5;25,0504;1.465,45;47,32;2.768,43;47,07
1602;Setembro;M/M PIQUET 50%POL/50%ALG - VINHO;KG;25,89;21,3306;552,25;47,98;1.242,08;55,54
1655;Setembro;M/M PIQUET 65%POLI.35%VISC - AZ MARINHO;KG;138,297;19,4226;2.686,09;36,24;5.012,05;46,41
453;Setembro;M/M PIQUET 65%POLI.35%VISC - BRANCO;KG;30,95;18,3502;567,94;37,4;1.157,59;50,94
1659;Setembro;M/M PIQUET 65%POLI. 35%VISC - CZ PRATA;KG;234,3;20,59;4.824,24;32;7.497,60;35,66
1552;Setembro;M/M PIQUET 65%POLI. 35%VISC - MESCLA;KG;235,113;19,3127;4.540,69;41,79;9.825,84;53,79
1656;Setembro;M/M PIQUET 65%POLI. 35%VISC - PRETO;KG;72,658;20,5413;1.492,49;39,34;2.858,33;47,78
1713;Setembro;M/M PIQUET PV - VERMELHO;KG;26,826;20,0499;537,86;37,27;999,93;46,21
1621;Setembro;M/M PV 65%POLIEST. 35%VISC. - AM CANARIO;KG;297,501;18,11;5.387,77;33,49;9.964,36;45,93
1628;Setembro;M/M PV 65%POLIEST. 35%VISC. - AM OURO;KG;132,372;19,4468;2.574,22;33,35;4.413,95;41,68
1607;Setembro;M/M PV 65%POLIEST. 35%VISC. - AZ MARINHO;KG;2316,291;18,6846;43.279,10;33,01;76.452,95;43,39
1645;Setembro;M/M PV 65%POLIEST. 35%VISC. - AZUL BEBE;KG;129,556;17,79;2.304,81;32,22;4.174,57;44,79
1606;Setembro;M/M PV 65%POLIEST. 35%VISC. - AZUL ROYAL;KG;2440,114;19,4222;47.392,42;33,08;80.719,83;41,29
1631;Setembro;M/M PV 65%POLIEST. 35%VISC. - BANDEIRA;KG;127,31;24,19;3.079,64;36,99;4.709,28;34,6
1612;Setembro;M/M PV 65%POLIEST. 35%VISC. - BEGE AREIA;KG;90,81;18,8239;1.709,40;34,39;3.122,86;45,26
1544;Setembro;M/M PV 65%POLIEST. 35%VISC. - BRANCO;KG;2797,64;15,6764;43.857,00;29,08;81.351,23;46,09
1644;Setembro;M/M PV 65%POLIEST. 35%VISC. - CAQUI;KG;66,91;20,2246;1.353,23;32,92;2.202,57;38,56
1632;Setembro;M/M PV 65%POLIEST. 35%VISC. - CELESTE;KG;96,475;19,3501;1.866,81;32,22;3.108,88;39,95
1629;Setembro;M/M PV 65%POLIEST. 35%VISC. - CZ CHUMBO;KG;526,952;18,5112;9.754,52;32,16;16.946,98;42,44
1613;Setembro;M/M PV 65%POLIEST. 35%VISC. - CZ. FARDAS;KG;121,05;19,79;2.395,58;33,2;4.018,86;40,39
1662;Setembro;M/M PV 65%POLIEST. 35%VISC. - CZ FORTE;KG;160,122;19,56;3.131,99;32,77;5.247,18;40,31
1617;Setembro;M/M PV 65%POLIEST. 35%VISC. - CZ PRATA;KG;194,691;17,5799;3.422,66;32,14;6.257,60;45,3
1627;Setembro;M/M PV 65%POLIEST. 35%VISC. - ESMERALDA;KG;35,986;22,1199;796,01;31,3;1.126,41;29,33
1610;Setembro;M/M PV 65%POLIEST. 35%VISC. - FERRARI;KG;698,524;19,1539;13.379,51;32,95;23.017,50;41,87
1635;Setembro;M/M PV 65%POLIEST. 35%VISC. - GRAFITE;KG;1372,009;20,2343;27.761,70;32,48;44.564,20;37,7
1622;Setembro;M/M PV 65%POLIEST. 35%VISC. - JADE;KG;290,754;22,3506;6.498,53;35,29;10.262,15;36,67
1615;Setembro;M/M PV 65%POLIEST. 35%VISC. - LARANJA;KG;419,979;19,4344;8.162,04;33,19;13.939,79;41,45
1643;Setembro;M/M PV 65%POLIEST. 35%VISC. - MARROM;KG;119,292;20,6702;2.465,79;35,2;4.198,98;41,28
1634;Setembro;M/M PV 65%POLIEST. 35%VISC. - MOTORISTA;KG;531,131;17,8045;9.456,55;31,99;16.991,94;44,35
1641;Setembro;M/M PV 65%POLIEST. 35%VISC. - PEROLA;KG;40,26;18,3502;738,78;31,49;1.267,88;41,73
1619;Setembro;M/M PV 65%POLIEST. 35%VISC. - PETROLEO;KG;265,9;21,4614;5.706,60;35,46;9.428,61;39,48
1616;Setembro;M/M PV 65%POLIEST. 35%VISC. - PINK;KG;512,057;18,2853;9.363,12;34,18;17.503,20;46,51
1609;Setembro;M/M PV 65%POLIEST. 35%VISC. - PRETO;KG;3501,225;18,3596;64.281,21;33,29;116.539,46;44,84
1625;Setembro;M/M PV 65%POLIEST. 35%VISC. - ROXO;KG;236,089;18,9585;4.475,91;35,7;8.428,05;46,89
1611;Setembro;M/M PV 65%POLIEST. 35%VISC. - VD FOLHA;KG;1223,634;22,2042;27.169,83;33,69;41.228,25;34,1
1626;Setembro;M/M PV 65%POLIEST. 35%VISC. - VD LIMAO;KG;285,03;26,5001;7.553,35;34,06;9.707,32;22,19
1623;Setembro;M/M PV 65%POLIEST. 35%VISC. - VD MUSGO;KG;490,265;19,6974;9.656,99;33,3;16.328,19;40,86
1624;Setembro;M/M PV 65%POLIEST. 35%VISC. - VERDE AGUA;KG;165,35;17,8298;2.948,17;33,57;5.551,11;46,89
1608;Setembro;M/M PV 65%POLIEST. 35%VISC. - VERMELHO;KG;343,95;19,68;6.768,94;33,64;11.570,86;41,5
1620;Setembro;M/M PV 65%POLIEST. 35%VISC. - VINHO;KG;311,003;19,1884;5.967,68;34,73;10.800,68;44,75
842;Setembro;M/M PV 67%POLIEST. 33%VISC. - MESCLA;KG;1641,089;18,4711;30.312,76;33,63;55.191,84;45,08
939;Setembro;MOLETOM PA FLANELADO - BRANCO;KG;386,25;20,6499;7.976,06;35,93;13.878,38;42,53
1494;Setembro;PUNHO AD. 50%ALG / 50%POLI - AZ MARINHO;PC;478;0,5145;245,96;2,21;1.057,00;76,73
1007;Setembro;PUNHO AD. 50%ALG / 50%POLI - AZUL ROYAL;PC;572;0,5317;304,18;2,3;1.315,20;76,87
1004;Setembro;PUNHO AD. 50%ALG / 50%POLI - BRANCO;PC;160;0,44;70,4;2,54;405,96;82,66
1550;Setembro;PUNHO AD. 50%ALG / 50%POLI - CINZA PRATA;PC;90;0,45;40,5;2,28;205,2;80,26
1557;Setembro;PUNHO AD. 50%ALG / 50%POLI - CZ CHUMBO;PC;74;0,46;34,04;2,18;161,1;78,87
1006;Setembro;PUNHO AD. 50%ALG / 50%POLI - GRAFITE;PC;37;0,52;19,24;2,24;83;76,82
1558;Setembro;PUNHO AD. 50%ALG / 50%POLI - MOTORISTA;PC;61;0,5;30,5;2,31;140,9;78,35
1492;Setembro;PUNHO AD. 50%ALG / 50%POLI - PRETO;PC;589;0,4953;291,75;2,26;1.331,40;78,09
1541;Setembro;PUNHO AD. 50%ALG / 50%POLI - VD BANDEIRA;PC;178;0,516;91,86;2,2;392,4;76,59
1549;Setembro;PUNHO AD. 50%ALG / 50%POLI - VERDE MUSGO;PC;529;0,52;275,08;2,4;1.267,60;78,3
1493;Setembro;PUNHO AD. 50%ALG / 50%POLI - VERMELHO;PC;95;0,52;49,4;2,23;211,7;76,67
1604;Setembro;PUNHO AD. 50%ALG / 50%POLI - VINHO;PC;44;0,57;25,08;2,27;100;74,92
1650;Setembro;PUNHO M/M 98% ALG 2% ELAST - AZ. MARINHO;KG;0,605;27,5702;16,68;48,13;29,12;42,72
295;Setembro;PUNHO M/M 98% ALG 2% ELAST - AZUL ROYAL;KG;0,42;25,5952;10,75;49,95;20,98;48,76
